idx,value,label
2075-12-31 12:00:00,848.1105,Y407
2076-12-31 12:00:00,882.9405,Y407
2077-12-31 12:00:00,927.8350625,Y407
2078-12-31 12:00:00,998.394875,Y407
2079-12-31 12:00:00,1058.37175,Y407
2080-12-31 12:00:00,1089.161125,Y407
2081-12-31 12:00:00,1070.536,Y407
2082-12-31 12:00:00,1078.903125,Y407
2083-12-31 12:00:00,1103.25025,Y407
2084-12-31 12:00:00,1108.88975,Y407
2085-12-31 12:00:00,1144.567625,Y407
2086-12-31 12:00:00,1178.554375,Y407
2087-12-31 12:00:00,1241.6935,Y407
2088-12-31 12:00:00,1316.784125,Y407
2089-12-31 12:00:00,1358.223875,Y407
2090-12-31 12:00:00,1389.299125,Y407
2091-12-31 12:00:00,1372.772125,Y407
2092-12-31 12:00:00,1386.35375,Y407
2093-12-31 12:00:00,1434.157375,Y407
2094-12-31 12:00:00,1480.134,Y407
2095-12-31 12:00:00,1544.870875,Y407
2096-12-31 12:00:00,1620.56975,Y407
2097-12-31 12:00:00,1738.406125,Y407
2098-12-31 12:00:00,1813.437625,Y407
2099-12-31 12:00:00,1886.983375,Y407
2100-12-31 12:00:00,2015.1755,Y407
2101-12-31 12:00:00,2078.52225,Y407
2102-12-31 12:00:00,2115.2445,Y407
2103-12-31 12:00:00,2139.74425,Y407
2104-12-31 12:00:00,2232.69275,Y407
2105-12-31 12:00:00,2303.09425,Y407
2106-12-31 12:00:00,2376.3425,Y407
2107-12-31 12:00:00,2427.12675,Y407
2108-12-31 12:00:00,2413.1145,Y407
2109-12-31 12:00:00,2307.0085,Y407
2110-12-31 12:00:00,2279.85575,Y407
2111-12-31 12:00:00,2304.46475,Y407
2112-12-31 12:00:00,2384.291,Y407
2113-12-31 12:00:00,2483.68225,Y407
2114-12-31 12:00:00,2570.68,Y407
1992-12-31 12:00:00,321.346,Y751
1993-12-31 12:00:00,313.927,Y751
1994-12-31 12:00:00,692.835,Y751
1995-12-31 12:00:00,1488.087,Y751
1996-12-31 12:00:00,1640.411,Y751
1997-12-31 12:00:00,1688.279,Y751
1998-12-31 12:00:00,1569.191,Y751
1999-12-31 12:00:00,1580.622,Y751
2000-12-31 12:00:00,1702.501,Y751
2001-12-31 12:00:00,1790.053,Y751
2002-12-31 12:00:00,1890.783,Y751
2003-12-31 12:00:00,2427.493,Y751
2004-12-31 12:00:00,2803.017,Y751
2005-12-31 12:00:00,2152.022,Y751
2006-12-31 12:00:00,2240.348,Y751
2007-12-31 12:00:00,2322.506,Y751
2008-12-31 12:00:00,2264.306,Y751
2009-12-31 12:00:00,2163.428,Y751
2010-12-31 12:00:00,2065.215,Y751
2011-12-31 12:00:00,1970.274,Y751
2012-12-31 12:00:00,1911.188,Y751
2013-12-31 12:00:00,1879.024,Y751
2014-12-31 12:00:00,1919.91,Y751
2015-12-31 12:00:00,1963.036,Y751
1970-12-31 12:00:00,2487.4,Y839
1971-12-31 12:00:00,2590.0,Y839
1972-12-31 12:00:00,2630.0,Y839
1973-12-31 12:00:00,2620.0,Y839
1974-12-31 12:00:00,2650.0,Y839
1975-12-31 12:00:00,2690.0,Y839
1976-12-31 12:00:00,2700.0,Y839
1977-12-31 12:00:00,2690.0,Y839
1978-12-31 12:00:00,2730.0,Y839
1979-12-31 12:00:00,2740.0,Y839
1980-12-31 12:00:00,2785.6,Y839
1981-12-31 12:00:00,2868.4,Y839
1982-12-31 12:00:00,2989.3,Y839
1983-12-31 12:00:00,3055.2,Y839
1984-12-31 12:00:00,3011.8,Y839
1985-12-31 12:00:00,2935.0,Y839
1986-12-31 12:00:00,2919.9,Y839
1987-12-31 12:00:00,2823.0,Y839
1988-12-31 12:00:00,2741.8,Y839
1989-12-31 12:00:00,2684.3,Y839
1990-12-31 12:00:00,2657.8,Y839
1991-12-31 12:00:00,2659.2,Y839
1992-12-31 12:00:00,2658.6,Y839
1993-12-31 12:00:00,2658.7,Y839
1994-12-31 12:00:00,2672.9,Y839
1995-12-31 12:00:00,2685.6,Y839
1996-12-31 12:00:00,2684.1,Y839
1997-12-31 12:00:00,2694.0,Y839
1998-12-31 12:00:00,2696.7,Y839
1999-12-31 12:00:00,2697.1,Y839
2000-12-31 12:00:00,2726.7,Y839
2001-12-31 12:00:00,2703.1,Y839
2002-12-31 12:00:00,2705.4,Y839
2003-12-31 12:00:00,2699.3,Y839
2004-12-31 12:00:00,2681.0,Y839
2005-12-31 12:00:00,2688.8,Y839
2006-12-31 12:00:00,2697.7,Y839
2007-12-31 12:00:00,2707.4,Y839
2008-12-31 12:00:00,2714.3,Y839
2009-12-31 12:00:00,2713.4,Y839
2010-12-31 12:00:00,2755.4,Y839
2011-12-31 12:00:00,2737.4,Y839
2012-12-31 12:00:00,2727.4,Y839
2013-12-31 12:00:00,2734.2,Y839
2014-12-31 12:00:00,2753.1,Y839
2015-12-31 12:00:00,2775.5,Y839
1990-12-31 12:00:00,4230.0,Y1067
1991-12-31 12:00:00,4350.0,Y1067
1992-12-31 12:00:00,4530.0,Y1067
1993-12-31 12:00:00,4700.0,Y1067
1994-12-31 12:00:00,4730.0,Y1067
1995-12-31 12:00:00,4740.0,Y1067
1996-12-31 12:00:00,4770.0,Y1067
1997-12-31 12:00:00,4770.0,Y1067
1998-12-31 12:00:00,4870.0,Y1067
1999-12-31 12:00:00,4930.0,Y1067
2000-12-31 12:00:00,4840.0,Y1067
2001-12-31 12:00:00,5000.0,Y1067
2002-12-31 12:00:00,4810.0,Y1067
2003-12-31 12:00:00,4850.0,Y1067
2004-12-31 12:00:00,4850.0,Y1067
2005-12-31 12:00:00,4870.0,Y1067
2006-12-31 12:00:00,4870.0,Y1067
2007-12-31 12:00:00,4790.0,Y1067
2008-12-31 12:00:00,4910.0,Y1067
2009-12-31 12:00:00,4980.0,Y1067
2010-12-31 12:00:00,5040.0,Y1067
2011-12-31 12:00:00,4970.0,Y1067
2012-12-31 12:00:00,4860.0,Y1067
2013-12-31 12:00:00,4910.0,Y1067
2014-12-31 12:00:00,5000.0,Y1067
2015-12-31 12:00:00,5000.0,Y1067
1990-12-31 12:00:00,510.0,Y1516
1991-12-31 12:00:00,750.0,Y1516
1992-12-31 12:00:00,670.0,Y1516
1993-12-31 12:00:00,730.0,Y1516
1994-12-31 12:00:00,730.0,Y1516
1995-12-31 12:00:00,690.0,Y1516
1996-12-31 12:00:00,740.0,Y1516
1997-12-31 12:00:00,750.0,Y1516
1998-12-31 12:00:00,770.0,Y1516
1999-12-31 12:00:00,810.0,Y1516
2000-12-31 12:00:00,830.0,Y1516
2001-12-31 12:00:00,890.0,Y1516
2002-12-31 12:00:00,990.0,Y1516
2003-12-31 12:00:00,1090.0,Y1516
2004-12-31 12:00:00,1200.0,Y1516
2005-12-31 12:00:00,1280.0,Y1516
2006-12-31 12:00:00,1550.0,Y1516
2007-12-31 12:00:00,1190.0,Y1516
2008-12-31 12:00:00,1170.0,Y1516
2009-12-31 12:00:00,1240.0,Y1516
2010-12-31 12:00:00,1560.0,Y1516
2011-12-31 12:00:00,1680.0,Y1516
2012-12-31 12:00:00,1600.0,Y1516
2013-12-31 12:00:00,1460.0,Y1516
2014-12-31 12:00:00,1680.0,Y1516
2015-12-31 12:00:00,1750.0,Y1516
2016-12-31 12:00:00,1760.0,Y1516
2063-12-31 12:00:00,1100.0,Y1720
2064-12-31 12:00:00,1290.0,Y1720
2065-12-31 12:00:00,1490.0,Y1720
2066-12-31 12:00:00,1620.0,Y1720
2067-12-31 12:00:00,1670.0,Y1720
2068-12-31 12:00:00,2000.0,Y1720
2069-12-31 12:00:00,2420.0,Y1720
2070-12-31 12:00:00,2090.0,Y1720
2071-12-31 12:00:00,1960.0,Y1720
2072-12-31 12:00:00,2120.0,Y1720
2073-12-31 12:00:00,2540.0,Y1720
2074-12-31 12:00:00,2760.0,Y1720
2075-12-31 12:00:00,2780.0,Y1720
2076-12-31 12:00:00,3250.0,Y1720
2077-12-31 12:00:00,3530.0,Y1720
2078-12-31 12:00:00,4630.0,Y1720
2079-12-31 12:00:00,5050.0,Y1720
2080-12-31 12:00:00,5200.0,Y1720
2081-12-31 12:00:00,5040.0,Y1720
2082-12-31 12:00:00,5740.0,Y1720
2083-12-31 12:00:00,5710.0,Y1720
2084-12-31 12:00:00,5940.0,Y1720
2085-12-31 12:00:00,6260.0,Y1720
2086-12-31 12:00:00,6070.0,Y1720
2087-12-31 12:00:00,6320.0,Y1720
2088-12-31 12:00:00,6950.0,Y1720
2089-12-31 12:00:00,7330.0,Y1720
2090-12-31 12:00:00,8480.0,Y1720
2091-12-31 12:00:00,8150.0,Y1720
2092-12-31 12:00:00,7740.0,Y1720
2093-12-31 12:00:00,8830.0,Y1720
2094-12-31 12:00:00,8650.0,Y1720
2095-12-31 12:00:00,8970.0,Y1720
2096-12-31 12:00:00,8620.0,Y1720
2097-12-31 12:00:00,9050.0,Y1720
2063-12-31 12:00:00,1114.0,Y2006
2064-12-31 12:00:00,1184.0,Y2006
2065-12-31 12:00:00,1263.0,Y2006
2066-12-31 12:00:00,1375.0,Y2006
2067-12-31 12:00:00,1477.0,Y2006
2068-12-31 12:00:00,1601.0,Y2006
2069-12-31 12:00:00,1746.0,Y2006
2070-12-31 12:00:00,1870.0,Y2006
2071-12-31 12:00:00,1947.0,Y2006
2072-12-31 12:00:00,2133.0,Y2006
2073-12-31 12:00:00,2367.0,Y2006
2074-12-31 12:00:00,2593.0,Y2006
2075-12-31 12:00:00,2730.0,Y2006
2076-12-31 12:00:00,3211.0,Y2006
2077-12-31 12:00:00,3496.0,Y2006
2078-12-31 12:00:00,3943.0,Y2006
2079-12-31 12:00:00,4413.0,Y2006
2080-12-31 12:00:00,4917.0,Y2006
2081-12-31 12:00:00,5345.0,Y2006
2082-12-31 12:00:00,5703.0,Y2006
2083-12-31 12:00:00,6125.0,Y2006
2084-12-31 12:00:00,6778.0,Y2006
2085-12-31 12:00:00,7208.0,Y2006
2086-12-31 12:00:00,7934.0,Y2006
2087-12-31 12:00:00,8842.0,Y2006
2088-12-31 12:00:00,9819.0,Y2006
2089-12-31 12:00:00,10535.0,Y2006
2090-12-31 12:00:00,10901.0,Y2006
2091-12-31 12:00:00,10703.0,Y2006
2092-12-31 12:00:00,11179.0,Y2006
2093-12-31 12:00:00,11662.0,Y2006
2094-12-31 12:00:00,12244.0,Y2006
2095-12-31 12:00:00,12776.0,Y2006
2096-12-31 12:00:00,13249.0,Y2006
2097-12-31 12:00:00,13998.0,Y2006
1969-12-31 12:00:00,184.0,Y2315
1970-12-31 12:00:00,180.0,Y2315
1971-12-31 12:00:00,177.0,Y2315
1972-12-31 12:00:00,190.0,Y2315
1973-12-31 12:00:00,196.0,Y2315
1974-12-31 12:00:00,192.0,Y2315
1975-12-31 12:00:00,217.0,Y2315
1976-12-31 12:00:00,248.0,Y2315
1977-12-31 12:00:00,271.0,Y2315
1978-12-31 12:00:00,313.0,Y2315
1979-12-31 12:00:00,315.0,Y2315
1980-12-31 12:00:00,364.0,Y2315
1981-12-31 12:00:00,453.0,Y2315
1982-12-31 12:00:00,460.0,Y2315
1983-12-31 12:00:00,540.0,Y2315
1984-12-31 12:00:00,588.0,Y2315
1985-12-31 12:00:00,634.0,Y2315
1986-12-31 12:00:00,651.0,Y2315
1987-12-31 12:00:00,706.0,Y2315
1988-12-31 12:00:00,721.0,Y2315
1989-12-31 12:00:00,969.0,Y2315
1990-12-31 12:00:00,1114.0,Y2315
1991-12-31 12:00:00,1200.0,Y2315
1992-12-31 12:00:00,1219.0,Y2315
1993-12-31 12:00:00,1422.0,Y2315
1994-12-31 12:00:00,1514.0,Y2315
1995-12-31 12:00:00,1756.0,Y2315
1996-12-31 12:00:00,2075.0,Y2315
1997-12-31 12:00:00,2329.0,Y2315
1998-12-31 12:00:00,2551.0,Y2315
1999-12-31 12:00:00,2459.0,Y2315
2000-12-31 12:00:00,2954.0,Y2315
2001-12-31 12:00:00,2699.0,Y2315
2002-12-31 12:00:00,2913.0,Y2315
2003-12-31 12:00:00,3370.0,Y2315
2004-12-31 12:00:00,4244.0,Y2315
2005-12-31 12:00:00,2290.0,Y2315
2006-12-31 12:00:00,5425.0,Y2315
2007-12-31 12:00:00,5565.0,Y2315
2008-12-31 12:00:00,4984.0,Y2315
2009-12-31 12:00:00,3385.0,Y2315
2010-12-31 12:00:00,3270.0,Y2315
2011-12-31 12:00:00,4324.0,Y2315
2012-12-31 12:00:00,5508.0,Y2315
2013-12-31 12:00:00,6483.0,Y2315
2014-12-31 12:00:00,6707.0,Y2315
2015-12-31 12:00:00,6691.0,Y2315
1980-12-31 12:00:00,1351.41382,Y2577
1981-12-31 12:00:00,1506.74787,Y2577
1982-12-31 12:00:00,1645.83305,Y2577
1983-12-31 12:00:00,1755.43308,Y2577
1984-12-31 12:00:00,1888.23415,Y2577
1985-12-31 12:00:00,2064.38184,Y2577
1986-12-31 12:00:00,2124.43474,Y2577
1987-12-31 12:00:00,2253.68042,Y2577
1988-12-31 12:00:00,2466.43089,Y2577
1989-12-31 12:00:00,2853.11682,Y2577
1990-12-31 12:00:00,3190.20888,Y2577
1991-12-31 12:00:00,3527.19698,Y2577
1992-12-31 12:00:00,3946.5546,Y2577
1993-12-31 12:00:00,4368.27322,Y2577
1994-12-31 12:00:00,4759.73029,Y2577
1995-12-31 12:00:00,5177.0,Y2577
1996-12-31 12:00:00,5491.0,Y2577
1997-12-31 12:00:00,5702.0,Y2577
1998-12-31 12:00:00,5908.0,Y2577
1999-12-31 12:00:00,6167.0,Y2577
2000-12-31 12:00:00,6488.0,Y2577
2001-12-31 12:00:00,6660.0,Y2577
2002-12-31 12:00:00,6657.0,Y2577
2003-12-31 12:00:00,7045.0,Y2577
2004-12-31 12:00:00,7200.0,Y2577
2005-12-31 12:00:00,7392.0,Y2577
2006-12-31 12:00:00,7723.0,Y2577
2007-12-31 12:00:00,8057.0,Y2577
2008-12-31 12:00:00,8514.0,Y2577
2009-12-31 12:00:00,8855.0,Y2577
1995-12-31 12:00:00,2942.2,Y2869
1996-12-31 12:00:00,3310.7,Y2869
1997-12-31 12:00:00,3362.7,Y2869
1998-12-31 12:00:00,3207.9,Y2869
1999-12-31 12:00:00,3400.5,Y2869
2000-12-31 12:00:00,3660.2,Y2869
2001-12-31 12:00:00,4121.4,Y2869
2002-12-31 12:00:00,3864.1,Y2869
2003-12-31 12:00:00,3778.8,Y2869
2004-12-31 12:00:00,4257.2,Y2869
2005-12-31 12:00:00,4265.9,Y2869
2006-12-31 12:00:00,4949.4,Y2869
2007-12-31 12:00:00,5285.0,Y2869
2008-12-31 12:00:00,5402.9,Y2869
2009-12-31 12:00:00,5392.0,Y2869
2010-12-31 12:00:00,5959.2,Y2869
2011-12-31 12:00:00,6135.7,Y2869
2012-12-31 12:00:00,7180.8,Y2869
2013-12-31 12:00:00,7068.9,Y2869
2014-12-31 12:00:00,7635.4,Y2869
2015-12-31 12:00:00,7329.2,Y2869
1995-12-31 12:00:00,7762.649087662,Y3101
1996-12-31 12:00:00,8517.3102096669,Y3101
1997-12-31 12:00:00,8843.6378658358,Y3101
1998-12-31 12:00:00,8202.5055355866,Y3101
1999-12-31 12:00:00,8884.9581857671,Y3101
2000-12-31 12:00:00,8857.3467318543,Y3101
2001-12-31 12:00:00,8533.7617149622,Y3101
2002-12-31 12:00:00,9467.4008541238,Y3101
2003-12-31 12:00:00,10805.398336693,Y3101
2004-12-31 12:00:00,11146.071948938,Y3101
2005-12-31 12:00:00,12395.070864578,Y3101
2006-12-31 12:00:00,14893.574464785,Y3101
2007-12-31 12:00:00,14215.347142611,Y3101
2008-12-31 12:00:00,14878.39162282,Y3101
2009-12-31 12:00:00,12072.488129217,Y3101
2010-12-31 12:00:00,10000.0,Y3101
2011-12-31 12:00:00,9412.1977126379,Y3101
2012-12-31 12:00:00,6117.1491683234,Y3101
2013-12-31 12:00:00,4650.9637469301,Y3101
2014-12-31 12:00:00,6348.7193505571,Y3101
2015-12-31 12:00:00,8336.0484288823,Y3101
1995-12-31 12:00:00,3640.0,Y3297
1996-12-31 12:00:00,5910.0,Y3297
1997-12-31 12:00:00,5390.0,Y3297
1998-12-31 12:00:00,5810.0,Y3297
1999-12-31 12:00:00,3610.0,Y3297
2000-12-31 12:00:00,4260.0,Y3297
2001-12-31 12:00:00,4980.0,Y3297
2002-12-31 12:00:00,5670.0,Y3297
2003-12-31 12:00:00,4950.0,Y3297
2004-12-31 12:00:00,8180.0,Y3297
2005-12-31 12:00:00,9370.0,Y3297
2006-12-31 12:00:00,13660.0,Y3297
2007-12-31 12:00:00,13870.0,Y3297
2008-12-31 12:00:00,12570.0,Y3297
2009-12-31 12:00:00,15260.0,Y3297
2010-12-31 12:00:00,13650.0,Y3297
2011-12-31 12:00:00,9020.0,Y3297
2012-12-31 12:00:00,6490.0,Y3297
2013-12-31 12:00:00,8210.0,Y3297
2014-12-31 12:00:00,8790.0,Y3297
2015-12-31 12:00:00,19960.0,Y3297
1981-12-31 12:00:00,5994.0,Y3321
1982-12-31 12:00:00,6149.0,Y3321
1983-12-31 12:00:00,6566.0,Y3321
1984-12-31 12:00:00,6615.0,Y3321
1985-12-31 12:00:00,6835.0,Y3321
1986-12-31 12:00:00,7090.0,Y3321
1987-12-31 12:00:00,7242.0,Y3321
1988-12-31 12:00:00,7585.0,Y3321
1989-12-31 12:00:00,7720.0,Y3321
1990-12-31 12:00:00,7972.0,Y3321
1991-12-31 12:00:00,7506.0,Y3321
1992-12-31 12:00:00,7468.0,Y3321
1993-12-31 12:00:00,7549.0,Y3321
1994-12-31 12:00:00,7517.0,Y3321
1995-12-31 12:00:00,7401.0,Y3321
1996-12-31 12:00:00,7586.0,Y3321
1997-12-31 12:00:00,7750.0,Y3321
1998-12-31 12:00:00,7723.0,Y3321
1999-12-31 12:00:00,7796.0,Y3321
2000-12-31 12:00:00,7870.0,Y3321
2001-12-31 12:00:00,7839.0,Y3321
2002-12-31 12:00:00,7959.0,Y3321
2003-12-31 12:00:00,8048.0,Y3321
2004-12-31 12:00:00,8148.0,Y3321
2005-12-31 12:00:00,8282.0,Y3321
2006-12-31 12:00:00,8266.0,Y3321
2007-12-31 12:00:00,8130.0,Y3321
2008-12-31 12:00:00,8110.0,Y3321
2009-12-31 12:00:00,8107.0,Y3321
2010-12-31 12:00:00,8002.0,Y3321
2011-12-31 12:00:00,7878.0,Y3321
2012-12-31 12:00:00,8028.0,Y3321
1970-12-31 12:00:00,1019.857,Y3419
1971-12-31 12:00:00,1045.393,Y3419
1972-12-31 12:00:00,1093.085,Y3419
1973-12-31 12:00:00,1142.925,Y3419
1974-12-31 12:00:00,1133.93,Y3419
1975-12-31 12:00:00,1107.841,Y3419
1976-12-31 12:00:00,1184.434,Y3419
1977-12-31 12:00:00,1210.157,Y3419
1978-12-31 12:00:00,1242.755,Y3419
1979-12-31 12:00:00,1297.981,Y3419
1980-12-31 12:00:00,1295.675,Y3419
1981-12-31 12:00:00,1277.17,Y3419
1982-12-31 12:00:00,1304.256,Y3419
1983-12-31 12:00:00,1325.954,Y3419
1984-12-31 12:00:00,1394.689,Y3419
1985-12-31 12:00:00,1463.848,Y3419
1986-12-31 12:00:00,1554.02,Y3419
1987-12-31 12:00:00,1575.055,Y3419
1988-12-31 12:00:00,1590.329,Y3419
1989-12-31 12:00:00,1598.005,Y3419
1990-12-31 12:00:00,1629.123,Y3419
1991-12-31 12:00:00,1641.949,Y3419
1992-12-31 12:00:00,1667.321,Y3419
1993-12-31 12:00:00,1690.247,Y3419
1994-12-31 12:00:00,1772.524,Y3419
1995-12-31 12:00:00,1831.508,Y3419
1996-12-31 12:00:00,1884.294,Y3419
1997-12-31 12:00:00,1940.556,Y3419
1998-12-31 12:00:00,1998.016,Y3419
1999-12-31 12:00:00,2074.459,Y3419
2000-12-31 12:00:00,2169.795,Y3419
2001-12-31 12:00:00,2219.467,Y3419
2002-12-31 12:00:00,2244.705,Y3419
2003-12-31 12:00:00,2253.626,Y3419
2004-12-31 12:00:00,2302.99,Y3419
2005-12-31 12:00:00,2425.742,Y3419
2006-12-31 12:00:00,2553.798,Y3419
2007-12-31 12:00:00,2639.403,Y3419
2008-12-31 12:00:00,2627.134,Y3419
2009-12-31 12:00:00,2442.335,Y3419
1970-12-31 12:00:00,1300.0,Y3591
1971-12-31 12:00:00,1400.0,Y3591
1972-12-31 12:00:00,1580.0,Y3591
1973-12-31 12:00:00,1540.0,Y3591
1974-12-31 12:00:00,2000.0,Y3591
1975-12-31 12:00:00,2760.0,Y3591
1976-12-31 12:00:00,2890.0,Y3591
1977-12-31 12:00:00,2050.0,Y3591
1978-12-31 12:00:00,2400.0,Y3591
1979-12-31 12:00:00,3380.0,Y3591
1980-12-31 12:00:00,4230.0,Y3591
1981-12-31 12:00:00,5090.0,Y3591
1982-12-31 12:00:00,4440.0,Y3591
1983-12-31 12:00:00,4700.0,Y3591
1984-12-31 12:00:00,5220.0,Y3591
1985-12-31 12:00:00,4870.0,Y3591
1986-12-31 12:00:00,4730.0,Y3591
1987-12-31 12:00:00,5050.0,Y3591
1988-12-31 12:00:00,5200.0,Y3591
1989-12-31 12:00:00,5540.0,Y3591
1990-12-31 12:00:00,6220.0,Y3591
1991-12-31 12:00:00,6090.0,Y3591
1992-12-31 12:00:00,6190.0,Y3591
1993-12-31 12:00:00,6270.0,Y3591
1994-12-31 12:00:00,6360.0,Y3591
1995-12-31 12:00:00,6260.0,Y3591
1996-12-31 12:00:00,6040.0,Y3591
1997-12-31 12:00:00,6440.0,Y3591
1998-12-31 12:00:00,6620.0,Y3591
1999-12-31 12:00:00,7190.0,Y3591
2000-12-31 12:00:00,7130.0,Y3591
2001-12-31 12:00:00,6900.0,Y3591
2002-12-31 12:00:00,7430.0,Y3591
2003-12-31 12:00:00,7450.0,Y3591
2004-12-31 12:00:00,7850.0,Y3591
2005-12-31 12:00:00,9140.0,Y3591
2006-12-31 12:00:00,11090.0,Y3591
2007-12-31 12:00:00,12310.0,Y3591
2008-12-31 12:00:00,13360.0,Y3591
2009-12-31 12:00:00,12210.0,Y3591
2010-12-31 12:00:00,14230.0,Y3591
2011-12-31 12:00:00,15970.0,Y3591
2012-12-31 12:00:00,15240.0,Y3591
2013-12-31 12:00:00,15520.0,Y3591
2014-12-31 12:00:00,16190.0,Y3591
2015-12-31 12:00:00,17090.0,Y3591
1970-12-31 12:00:00,295.8,Y3631
1971-12-31 12:00:00,315.0,Y3631
1972-12-31 12:00:00,349.0,Y3631
1973-12-31 12:00:00,400.4,Y3631
1974-12-31 12:00:00,446.6,Y3631
1975-12-31 12:00:00,499.2,Y3631
1976-12-31 12:00:00,565.1,Y3631
1977-12-31 12:00:00,648.8,Y3631
1978-12-31 12:00:00,722.4,Y3631
