datetime,value,label
2009-11-23,1.0,difficulty
2009-11-24,1.0,difficulty
2009-11-25,1.0,difficulty
2009-11-26,1.0,difficulty
2009-11-27,1.0,difficulty
2009-11-28,1.0,difficulty
2009-11-29,1.0,difficulty
2009-11-30,1.0,difficulty
2009-12-01,1.0,difficulty
2009-12-02,1.0,difficulty
2009-12-03,1.0,difficulty
2009-12-04,1.0,difficulty
2009-12-05,1.0,difficulty
2009-12-06,1.0,difficulty
2009-12-07,1.0,difficulty
2009-12-08,1.0,difficulty
2009-12-09,1.0,difficulty
2009-12-10,1.0,difficulty
2009-12-11,1.0,difficulty
2009-12-12,1.0,difficulty
2009-12-13,1.0,difficulty
2009-12-14,1.0,difficulty
2009-12-15,1.0,difficulty
2009-12-16,1.0,difficulty
2009-12-17,1.0,difficulty
2009-12-18,1.0,difficulty
2009-12-19,1.0,difficulty
2009-12-20,1.0,difficulty
2009-12-21,1.0,difficulty
2009-12-22,1.0,difficulty
2009-12-23,1.0,difficulty
2009-12-24,1.0,difficulty
2009-12-25,1.0,difficulty
2009-12-26,1.0,difficulty
2009-12-27,1.0,difficulty
2009-12-28,1.0,difficulty
2009-12-29,1.0,difficulty
2009-12-30,1.125,difficulty
2009-12-31,1.1829999685287476,difficulty
2010-01-01,1.1829999685287476,difficulty
2010-01-02,1.1829999685287476,difficulty
2010-01-03,1.1829999685287476,difficulty
2010-01-04,1.1829999685287476,difficulty
2010-01-05,1.1829999685287476,difficulty
2010-01-06,1.1829999685287476,difficulty
2010-01-07,1.1829999685287476,difficulty
2010-01-08,1.1829999685287476,difficulty
2010-01-09,1.1829999685287476,difficulty
2010-01-10,1.1829999685287476,difficulty
2010-01-11,1.190999984741211,difficulty
2010-01-12,1.3049999475479126,difficulty
2010-01-13,1.3049999475479126,difficulty
2010-01-14,1.3049999475479126,difficulty
2010-01-15,1.3049999475479126,difficulty
2010-01-16,1.3049999475479126,difficulty
2010-01-17,1.3049999475479126,difficulty
2010-01-18,1.3049999475479126,difficulty
2010-01-19,1.3049999475479126,difficulty
2010-01-20,1.3049999475479126,difficulty
2010-01-21,1.3049999475479126,difficulty
2010-01-22,1.3049999475479126,difficulty
2010-01-23,1.3049999475479126,difficulty
2010-01-24,1.3049999475479126,difficulty
2010-01-25,1.3229999542236328,difficulty
2010-01-26,1.343999981880188,difficulty
2010-01-27,1.343999981880188,difficulty
2010-01-28,1.343999981880188,difficulty
2010-01-29,1.343999981880188,difficulty
2010-01-30,1.343999981880188,difficulty
2010-01-31,1.343999981880188,difficulty
2010-02-01,1.343999981880188,difficulty
2010-02-02,1.343999981880188,difficulty
2010-02-03,1.343999981880188,difficulty
2010-02-04,1.3819999694824219,difficulty
2010-02-05,1.819000005722046,difficulty
2010-02-06,1.819000005722046,difficulty
2010-02-07,1.819000005722046,difficulty
2010-02-08,1.819000005722046,difficulty
2010-02-09,1.819000005722046,difficulty
2010-02-10,1.819000005722046,difficulty
2010-02-11,1.819000005722046,difficulty
2010-02-12,1.819000005722046,difficulty
2010-02-13,1.819000005722046,difficulty
2010-02-14,1.8220000267028809,difficulty
2010-02-15,2.5280001163482666,difficulty
2010-02-16,2.5280001163482666,difficulty
2010-02-17,2.5280001163482666,difficulty
2010-02-18,2.5280001163482666,difficulty
2010-02-19,2.5280001163482666,difficulty
2010-02-20,2.5280001163482666,difficulty
2010-02-21,2.5280001163482666,difficulty
2010-02-22,2.5280001163482666,difficulty
2010-02-23,2.5280001163482666,difficulty
2010-02-24,3.312000036239624,difficulty
2010-02-25,3.7809998989105225,difficulty
2010-02-26,3.7809998989105225,difficulty
2010-02-27,3.7809998989105225,difficulty
2010-02-28,3.7809998989105225,difficulty
2010-03-01,3.7809998989105225,difficulty
2010-03-02,3.7809998989105225,difficulty
2010-03-03,3.7809998989105225,difficulty
2010-03-04,3.7809998989105225,difficulty
2010-03-05,3.7809998989105225,difficulty
2010-03-06,3.7809998989105225,difficulty
2010-03-07,3.7809998989105225,difficulty
2010-03-08,4.482999801635742,difficulty
2010-03-09,4.531000137329102,difficulty
2010-03-10,4.531000137329102,difficulty
2010-03-11,4.531000137329102,difficulty
2010-03-12,4.531000137329102,difficulty
2010-03-13,4.531000137329102,difficulty
2010-03-14,4.531000137329102,difficulty
2010-03-15,4.531000137329102,difficulty
2010-03-16,4.531000137329102,difficulty
2010-03-17,4.531000137329102,difficulty
2010-03-18,4.531000137329102,difficulty
2010-03-19,4.531000137329102,difficulty
2010-03-20,4.531000137329102,difficulty
2010-03-21,4.5320000648498535,difficulty
2010-03-22,4.565000057220459,difficulty
2010-03-23,4.565000057220459,difficulty
2010-03-24,4.565000057220459,difficulty
2010-03-25,4.565000057220459,difficulty
2010-03-26,4.565000057220459,difficulty
2010-03-27,4.565000057220459,difficulty
2010-03-28,4.565000057220459,difficulty
2010-03-29,4.565000057220459,difficulty
2010-03-30,4.565000057220459,difficulty
2010-03-31,4.565000057220459,difficulty
2010-04-01,5.307000160217285,difficulty
2010-04-02,6.085000038146973,difficulty
2010-04-03,6.085000038146973,difficulty
2010-04-04,6.085000038146973,difficulty
2010-04-05,6.085000038146973,difficulty
2010-04-06,6.085000038146973,difficulty
2010-04-07,6.085000038146973,difficulty
2010-04-08,6.085000038146973,difficulty
2010-04-09,6.085000038146973,difficulty
2010-04-10,6.085000038146973,difficulty
2010-04-11,6.085000038146973,difficulty
2010-04-12,7.085000038146973,difficulty
2010-04-13,7.820000171661377,difficulty
2010-04-14,7.820000171661377,difficulty
2010-04-15,7.820000171661377,difficulty
2010-04-16,7.820000171661377,difficulty
2010-04-17,7.820000171661377,difficulty
2010-04-18,7.820000171661377,difficulty
2010-04-19,7.820000171661377,difficulty
2010-04-20,7.820000171661377,difficulty
2010-04-21,7.986000061035156,difficulty
2010-04-22,11.46399974822998,difficulty
2010-04-23,11.46399974822998,difficulty
2010-04-24,11.46399974822998,difficulty
2010-04-25,11.46399974822998,difficulty
2010-04-26,11.46399974822998,difficulty
2010-04-27,11.46399974822998,difficulty
2010-04-28,11.46399974822998,difficulty
2010-04-29,11.46399974822998,difficulty
2010-04-30,11.46399974822998,difficulty
2010-05-01,11.46399974822998,difficulty
2010-05-02,11.46399974822998,difficulty
2010-05-03,11.46399974822998,difficulty
2010-05-04,12.248000144958496,difficulty
2010-05-05,12.848999977111816,difficulty
2010-05-06,12.848999977111816,difficulty
2010-05-07,12.848999977111816,difficulty
2010-05-08,12.848999977111816,difficulty
2010-05-09,12.848999977111816,difficulty
2010-05-10,12.848999977111816,difficulty
2010-05-11,12.848999977111816,difficulty
2010-05-12,12.848999977111816,difficulty
2010-05-13,12.848999977111816,difficulty
2010-05-14,12.848999977111816,difficulty
2010-05-15,12.848999977111816,difficulty
2010-05-16,12.848999977111816,difficulty
2010-05-17,12.848999977111816,difficulty
2010-05-18,12.848999977111816,difficulty
2010-05-19,12.409000396728516,difficulty
2010-05-20,11.845999717712402,difficulty
2010-05-21,11.845999717712402,difficulty
2010-05-22,11.845999717712402,difficulty
2010-05-23,11.845999717712402,difficulty
2010-05-24,11.845999717712402,difficulty
2010-05-25,11.845999717712402,difficulty
2010-05-26,11.845999717712402,difficulty
2010-05-27,11.845999717712402,difficulty
2010-05-28,11.845999717712402,difficulty
2010-05-29,13.428999900817871,difficulty
2010-05-30,16.618999481201172,difficulty
2010-05-31,16.618999481201172,difficulty
2010-06-01,16.618999481201172,difficulty
2010-06-02,16.618999481201172,difficulty
2010-06-03,16.618999481201172,difficulty
2010-06-04,16.618999481201172,difficulty
2010-06-05,16.618999481201172,difficulty
2010-06-06,16.618999481201172,difficulty
2010-06-07,16.618999481201172,difficulty
2010-06-08,16.618999481201172,difficulty
2010-06-09,16.618999481201172,difficulty
2010-06-10,16.618999481201172,difficulty
2010-06-11,16.624000549316406,difficulty
2010-06-12,17.381000518798828,difficulty
2010-06-13,17.381000518798828,difficulty
2010-06-14,17.381000518798828,difficulty
2010-06-15,17.381000518798828,difficulty
2010-06-16,17.381000518798828,difficulty
2010-06-17,17.381000518798828,difficulty
2010-06-18,17.381000518798828,difficulty
2010-06-19,17.381000518798828,difficulty
2010-06-20,17.381000518798828,difficulty
2010-06-21,17.381000518798828,difficulty
2010-06-22,17.381000518798828,difficulty
2010-06-23,17.381000518798828,difficulty
2010-06-24,18.291000366210938,difficulty
2010-06-25,19.405000686645508,difficulty
2010-06-26,19.405000686645508,difficulty
2010-06-27,19.405000686645508,difficulty
2010-06-28,19.405000686645508,difficulty
2010-06-29,19.405000686645508,difficulty
2010-06-30,19.405000686645508,difficulty
2010-07-01,19.405000686645508,difficulty
2010-07-02,19.405000686645508,difficulty
2010-07-03,19.405000686645508,difficulty
2010-07-04,19.405000686645508,difficulty
2010-07-05,19.405000686645508,difficulty
2010-07-06,23.13800048828125,difficulty
2010-07-07,23.500999450683594,difficulty
2010-07-08,23.500999450683594,difficulty
2010-07-09,23.500999450683594,difficulty
2010-07-10,23.500999450683594,difficulty
2010-07-11,23.500999450683594,difficulty
2010-07-12,23.500999450683594,difficulty
2010-07-13,35.26599884033203,difficulty
2010-07-14,45.38600158691406,difficulty
2010-07-15,45.38600158691406,difficulty
2010-07-16,62.37200164794922,difficulty
2010-07-17,181.54299926757812,difficulty
2010-07-18,181.54299926757812,difficulty
2010-07-19,181.54299926757812,difficulty
2010-07-20,181.54299926757812,difficulty
2010-07-21,181.54299926757812,difficulty
2010-07-22,181.54299926757812,difficulty
2010-07-23,181.54299926757812,difficulty
2010-07-24,181.54299926757812,difficulty
2010-07-25,181.54299926757812,difficulty
2010-07-26,181.54299926757812,difficulty
2010-07-27,239.30499267578125,difficulty
2010-07-28,244.21299743652344,difficulty
2010-07-29,244.21299743652344,difficulty
2010-07-30,244.21299743652344,difficulty
2010-07-31,244.21299743652344,difficulty
2010-08-01,244.21299743652344,difficulty
2010-08-02,244.21299743652344,difficulty
2010-08-03,244.21299743652344,difficulty
2010-08-04,244.21299743652344,difficulty
2010-08-05,259.0679931640625,difficulty
2010-08-06,352.1610107421875,difficulty
2010-08-07,352.1610107421875,difficulty
2010-08-08,352.1610107421875,difficulty
2010-08-09,352.1610107421875,difficulty
2010-08-10,352.1610107421875,difficulty
2010-08-11,352.1610107421875,difficulty
2010-08-12,352.1610107421875,difficulty
2010-08-13,352.1610107421875,difficulty
2010-08-14,352.1610107421875,difficulty
2010-08-15,389.9440002441406,difficulty
2010-08-16,511.77398681640625,difficulty
2010-08-17,511.77398681640625,difficulty
2010-08-18,511.77398681640625,difficulty
2010-08-19,511.77398681640625,difficulty
2010-08-20,511.77398681640625,difficulty
2010-08-21,511.77398681640625,difficulty
2010-08-22,511.77398681640625,difficulty
2010-08-23,511.77398681640625,difficulty
2010-08-24,511.77398681640625,difficulty
2010-08-25,511.77398681640625,difficulty
2010-08-26,516.5570068359375,difficulty
2010-08-27,623.3870239257812,difficulty
2010-08-28,623.3870239257812,difficulty
2010-08-29,623.3870239257812,difficulty
2010-08-30,623.3870239257812,difficulty
2010-08-31,623.3870239257812,difficulty
2010-09-01,623.3870239257812,difficulty
2010-09-02,623.3870239257812,difficulty
2010-09-03,623.3870239257812,difficulty
2010-09-04,623.3870239257812,difficulty
2010-09-05,623.3870239257812,difficulty
2010-09-06,623.3870239257812,difficulty
2010-09-07,623.3870239257812,difficulty
2010-09-08,696.6129760742188,difficulty
2010-09-09,712.885009765625,difficulty
2010-09-10,712.885009765625,difficulty
2010-09-11,712.885009765625,difficulty
2010-09-12,712.885009765625,difficulty
2010-09-13,712.885009765625,difficulty
2010-09-14,712.885009765625,difficulty
2010-09-15,712.885009765625,difficulty
2010-09-16,712.885009765625,difficulty
2010-09-17,712.885009765625,difficulty
2010-09-18,712.885009765625,difficulty
2010-09-19,893.3159790039062,difficulty
2010-09-20,917.8309936523438,difficulty
2010-09-21,917.8309936523438,difficulty
2010-09-22,917.8309936523438,difficulty
2010-09-23,917.8309936523438,difficulty
2010-09-24,917.8309936523438,difficulty
2010-09-25,917.8309936523438,difficulty
2010-09-26,917.8309936523438,difficulty
2010-09-27,917.8309936523438,difficulty
2010-09-28,978.3350219726562,difficulty
2010-09-29,1319.0,difficulty
2010-09-30,1319.0,difficulty
2010-10-01,1319.0,difficulty
2010-10-02,1319.0,difficulty
2010-10-03,1319.0,difficulty
2010-10-04,1319.0,difficulty
2010-10-05,1319.0,difficulty
2010-10-06,1319.0,difficulty
2010-10-07,1319.0,difficulty
2010-10-08,1319.0,difficulty
2010-10-09,1319.0,difficulty
2010-10-10,1319.0,difficulty
2010-10-11,1319.0,difficulty
2010-10-12,1363.0,difficulty
2010-10-13,1378.0,difficulty
2010-10-14,1378.0,difficulty
2010-10-15,1378.0,difficulty
2010-10-16,1378.0,difficulty
2010-10-17,1378.0,difficulty
2010-10-18,1378.0,difficulty
2010-10-19,1378.0,difficulty
2010-10-20,1378.0,difficulty
2010-10-21,1962.0,difficulty
2010-10-22,2149.0,difficulty
2010-10-23,2149.0,difficulty
2010-10-24,2149.0,difficulty
2010-10-25,2149.0,difficulty
2010-10-26,2149.0,difficulty
2010-10-27,2149.0,difficulty
2010-10-28,2149.0,difficulty
2010-10-29,2149.0,difficulty
2010-10-30,2186.0,difficulty
2010-10-31,3092.0,difficulty
2010-11-01,3092.0,difficulty
2010-11-02,3092.0,difficulty
2010-11-03,3092.0,difficulty
2010-11-04,3092.0,difficulty
2010-11-05,3092.0,difficulty
2010-11-06,3092.0,difficulty
2010-11-07,3092.0,difficulty
2010-11-08,3092.0,difficulty
2010-11-09,3671.0,difficulty
2010-11-10,4536.0,difficulty
2010-11-11,4536.0,difficulty
2010-11-12,4536.0,difficulty
2010-11-13,4536.0,difficulty
2010-11-14,4536.0,difficulty
2010-11-15,4536.0,difficulty
2010-11-16,4536.0,difficulty
2010-11-17,4536.0,difficulty
2010-11-18,4917.0,difficulty
2010-11-19,6867.0,difficulty
2010-11-20,6867.0,difficulty
2010-11-21,6867.0,difficulty
2010-11-22,6867.0,difficulty
2010-11-23,6867.0,difficulty
2010-11-24,6867.0,difficulty
2010-11-25,6867.0,difficulty
2010-11-26,6867.0,difficulty
2010-11-27,6867.0,difficulty
2010-11-28,6867.0,difficulty
2010-11-29,6867.0,difficulty
2010-11-30,7167.0,difficulty
2010-12-01,8078.0,difficulty
2010-12-02,8078.0,difficulty
2010-12-03,8078.0,difficulty
2010-12-04,8078.0,difficulty
2010-12-05,8078.0,difficulty
2010-12-06,8078.0,difficulty
2010-12-07,8078.0,difficulty
2010-12-08,8078.0,difficulty
2010-12-09,8228.0,difficulty
2010-12-10,12252.0,difficulty
2010-12-11,12252.0,difficulty
2010-12-12,12252.0,difficulty
2010-12-13,12252.0,difficulty
2010-12-14,12252.0,difficulty
2010-12-15,12252.0,difficulty
2010-12-16,12252.0,difficulty
2010-12-17,12252.0,difficulty
2010-12-18,12252.0,difficulty
2010-12-19,12252.0,difficulty
2010-12-20,12252.0,difficulty
2010-12-21,12607.0,difficulty
2010-12-22,14484.0,difficulty
2010-12-23,14484.0,difficulty
2010-12-24,14484.0,difficulty
2010-12-25,14484.0,difficulty
2010-12-26,14484.0,difficulty
2010-12-27,14484.0,difficulty
2010-12-28,14484.0,difficulty
2010-12-29,14484.0,difficulty
2010-12-30,14484.0,difficulty
2010-12-31,14484.0,difficulty
2011-01-01,14484.0,difficulty
2011-01-02,14484.0,difficulty
2011-01-03,15910.0,difficulty
2011-01-04,16307.0,difficulty
2011-01-05,16307.0,difficulty
2011-01-06,16307.0,difficulty
2011-01-07,16307.0,difficulty
2011-01-08,16307.0,difficulty
2011-01-09,16307.0,difficulty
2011-01-10,16307.0,difficulty
2011-01-11,16307.0,difficulty
2011-01-12,16307.0,difficulty
2011-01-13,16307.0,difficulty
2011-01-14,16307.0,difficulty
2011-01-15,17203.0,difficulty
2011-01-16,18438.0,difficulty
2011-01-17,18438.0,difficulty
2011-01-18,18438.0,difficulty
2011-01-19,18438.0,difficulty
2011-01-20,18438.0,difficulty
2011-01-21,18438.0,difficulty
2011-01-22,18438.0,difficulty
2011-01-23,18438.0,difficulty
2011-01-24,18438.0,difficulty
2011-01-25,18438.0,difficulty
2011-01-26,18438.0,difficulty
2011-01-27,20538.0,difficulty
2011-01-28,22012.0,difficulty
2011-01-29,22012.0,difficulty
2011-01-30,22012.0,difficulty
2011-01-31,22012.0,difficulty
2011-02-01,22012.0,difficulty
2011-02-02,22012.0,difficulty
2011-02-03,22012.0,difficulty
2011-02-04,22012.0,difficulty
2011-02-05,22012.0,difficulty
2011-02-06,22012.0,difficulty
2011-02-07,22012.0,difficulty
2011-02-08,25002.0,difficulty
2011-02-09,25998.0,difficulty
2011-02-10,25998.0,difficulty
2011-02-11,25998.0,difficulty
2011-02-12,25998.0,difficulty
2011-02-13,25998.0,difficulty
2011-02-14,25998.0,difficulty
2011-02-15,25998.0,difficulty
2011-02-16,25998.0,difficulty
2011-02-17,25998.0,difficulty
2011-02-18,34091.0,difficulty
2011-02-19,36460.0,difficulty
2011-02-20,36460.0,difficulty
2011-02-21,36460.0,difficulty
2011-02-22,36460.0,difficulty
2011-02-23,36460.0,difficulty
2011-02-24,36460.0,difficulty
2011-02-25,36460.0,difficulty
2011-02-26,36460.0,difficulty
2011-02-27,44849.0,difficulty
2011-02-28,55590.0,difficulty
2011-03-01,55590.0,difficulty
2011-03-02,55590.0,difficulty
2011-03-03,55590.0,difficulty
2011-03-04,55590.0,difficulty
2011-03-05,55590.0,difficulty
2011-03-06,55590.0,difficulty
